,cluster_id,x,y,z,sentence
730,2,8.2134695,-6.956473,-1.4192387,"""'Mr. Octobe"
731,1,4.856056,-3.0800729,-0.22496408,"A stamp honors this 19th c. author about whom it was said, ""So this is the little lady who made this big war"""
732,1,-1.3416369,-0.9188916,-3.912444,Bodyguards Satwant & Beant Singh killed this female leader of India in 1984
733,3,-3.274607,-0.12959102,6.088768,"If you supersede the competition, you will excede all expectations"
734,9,-1.1476253,1.4229691,-8.201071,"In L.A., the western tip of Interstate 10 is called this ""freeway"", after the beach community it passes through"
735,9,0.006663866,3.6598802,-11.054998,"Appropriately, New Glasgow is in this Canadian province"
736,1,0.01622655,8.393724,-7.279921,"This 2009 inductee was ""faster than a speeding bullet"""
737,0,3.384821,-5.322405,11.413782,"An international rate stamp has a photo of <a href=""http://www.j-archive.com/media/2010-02-08_J_28a.jpg"" target=""_blank"">this</a> nearly 700-sq mile swamp in Georgia and Florida"
738,1,-1.3924685,1.1340375,-0.64122146,"This ""insect"" of a gangster was a real-life hit man for Murder Incorporated in the 1930s & '40s"
739,3,-2.344998,0.30922025,1.135434,We want you to be committed to catagorizing your collectibles cohesively
740,2,5.5507946,0.3407258,3.746111,"The title of this Boccaccio work means ""10 Days"""
741,9,-3.557536,1.9393978,-11.298034,"This province has the longest border, including water, with the United States"
742,6,7.13415,2.628558,-6.4502254,"""Boston Red Sox A.L. 1939-1960... batted .406 in 1941"""
743,16,-2.3824039,-5.1635065,-6.9301777,The Distinguished Marines series honors the man for whom a North Carolina Marine Corps base was named
744,15,6.319506,0.21871763,7.001958,"Pausanius, a young Macedonian noble, killed this man, Alexander's dad, in 336 B.C."
745,2,8.254241,-2.7514122,1.4409664,The accomodations at the monastery were rudimentary at best
746,0,6.686422,-6.8528395,10.640723,"(<a href=""http://www.j-archive.com/media/2010-02-08_J_20.jpg"" target=""_blank"">Alex stands in front of an exhibit at the Newseum.</a>) The exhibit G-men and journalists contains the very first ledger in which this list was kept. It began when a reporter asked the FBI, ""Who are the toughest guys you're looking for?"""
747,11,-5.5685983,0.55484635,9.878217,In 1869 this Austrian monk published a paper on hawkweed: the experiments didn't work as well as the ones with peas
748,5,-1.9232093,-7.13046,2.9693995,"It's appropriate that the name of this double reed instrument with a low range comes from the Italian for ""low"""
749,5,-0.5591513,-5.817932,6.6077256,"This word meaning ""empty"" or ""to be filled in"" describes a vacant type of stare"
750,2,4.089159,-0.77206314,2.652894,"""The Fire Sermon"" is Part III of this poet's ""The Waste Land"""
751,8,0.14161003,9.346188,-3.0667007,"""Sex and the City"", ""Sex and the City"" (& ""Did you Hear About the Morgans?"")"
752,3,0.6378824,-1.6858972,2.123844,"Relatively speaking, it's your mom's husband by a later marriage"
753,16,-11.460452,6.3609285,2.7791576,Unusual names borne by these celestial objects include 3834 Zappafrank & 10221 Kubrick
754,3,-4.913409,-0.5944421,3.04533,"Your dog will scratch his head if you don't know the ukulele's name comes from the Hawaiian for this ""jumping"" insect"
755,3,-6.896329,2.2277765,5.879565,It's a self-satisfied smile or grin that you may be asked to wipe off your face
756,2,6.115903,3.9536028,5.079278,The burning of Moscow after Napoleon's exit is dramatized in this Tolstoy novel
757,8,-0.80679953,9.804686,-3.4258142,"""Bosom Buddies"", ""The Green Mile"""
758,5,0.26754633,-6.4108686,4.6407824,"From the late Latin for ""word"", this book is the last word on words"
759,0,6.686422,-6.8528395,10.640723,"(<a href=""http://www.j-archive.com/media/2010-02-08_DJ_10.jpg"" target=""_blank"">Jimmy of the Clue Crew holds a bicycle wheel</a>)  When I torque a spinning bike wheel, an equal and opposite torque causes me to rotate also, an illustration of the conservation of angular this"
760,5,-1.6876837,-7.1547194,2.2781374,The first 4 letters of xylophone refer etymologically to this material used to make its sounding bars
761,2,6.6282606,-1.1685816,4.3305635,"In the 1600s Charles Le Brun drew illlustrations for each of the passions. <a href=""http://www.j-archive.com/media/2010-02-08_DJ_16a.jpg"" target=""_blank"">Here's</a> la haine, this opposite of love"
762,2,6.666043,-5.146884,1.6035966,"In Book 1 of this, Satan is ""hurld hedlong flaming from th' ethereal skies... to dwell in adamantine chains and penal fire"""
763,8,-0.35050952,10.867125,-3.3679256,"""Friends"", ""Bruce Almighty"""
764,3,-7.3106494,-1.5539372,0.88598865,Don't lose your head: this French device shares its name with an instrument for surgically removing tonsils
765,10,-12.257961,4.6534653,-2.5926683,This 4-letter neutral compound is produced by the reaction of an acid & a base
766,5,-1.6606809,-7.3191996,3.3798676,"From the Latin for ""clear"" comes the name for this woodwind instrument"
767,12,5.774242,6.9206657,1.8538876,Jack Nicholson movie villain known for his rictus
768,2,6.1777005,-5.34098,0.31970653,"This Irish poet's ""Sailing to Byzantium"" urges ""sages... in God's holy fire"" to be ""singing masters of my soul"""
769,8,-0.40569115,10.820109,-3.1325018,"""In Living Color"", ""Bruce Almighty"""
770,3,-5.707496,0.533034,9.929204,The report's back from the lab; it's the science dealing with the detection of poisons
771,7,-8.435583,0.8295507,-3.3151875,"Plants having these underground stems, from the Greek for ""root"", include irises, bamboo & wild ginger"
772,0,4.110779,-6.321639,10.375499,"The name of <a href=""http://www.j-archive.com/media/2010-02-08_DJ_27b.jpg"" target=""_blank"">this</a> instrument has nothing to do with the religion, but is more likely a corruption of the word ""jaw"""
773,5,-0.8694129,-4.9546237,6.043397,"This word for a sidelong glance of crude desire used to mean ""the cheek"""
774,2,3.1877472,-0.84156424,2.8513067,"His 1963 bestseller ""The Fire Next Time"" took its title from an old spiritual"
775,8,-0.31797624,10.893002,-3.1416254,"""The Office"", ""Bruce Almighty"""
776,3,0.6277051,-1.9424753,2.1491215,Something that's the first son's due; Esau sold his
777,15,7.2636976,-0.6734076,8.881565,"Owain Glyndwr, who died circa 1416, was the last native of his country to claim this title"
778,9,-6.3990583,3.1071136,-8.587214,"Libya's arid climate is made worse by the ghibli, a crop-destroying wind from this desert"
779,4,-3.6071446,-8.582075,-0.06624309,"He's an African explorer, ""I presume"""
780,3,-5.5595193,3.3145223,7.322199,"A score of 22-22, for instance"
781,1,5.329169,-8.138522,-1.0346953,"A Norman could say, ""I'm the king of the motte-and-bailey style of"" this"
782,3,-2.9419205,-1.8147388,3.3864841,You'll find this date on a calendar only once every 4 years
783,3,-5.4857473,4.8931727,4.405922,"It's a trip taken by a public official at public expense, ostensibly for official business"
784,9,-6.478173,3.732168,-8.369875,"In addition to helping commerce, these ocean winds bring pleasant weather to islands like Hawaii"
785,19,0.74214804,-8.863955,-1.9582893,Bob Dylan appears as does this poet from whom he may have taken his stage name
786,3,-7.0066075,4.7934804,1.6838603,To lose footing on icy ground
787,12,3.515478,7.6721673,1.5212841,"As he often said, Chris Farley's character Matt Foley lived in one of these down by the river"
788,16,-1.4995289,-2.3485546,-4.717006,"(Jimmy of the Clue Crew at the USS Arizona Memorial in Pearl Harbor, Hawaii)  Pearl Harbor will always be remembered for this date in 1941, which FDR said ""will live in infamy"""
789,3,-5.453026,4.40621,3.664084,"It's not a type of fruit spread, but a large extended campout for several Boy Scout troops together"
790,9,-5.983608,1.3154554,-6.6156945,"In Venezuela, this ""season"" is from April to October; in the mountains of Peru, from November to March"
791,12,0.9435279,4.551039,0.7327279,"This actor is in costume from his film ""The Wild One"""
792,3,-8.196861,-0.074951544,6.5948405,"Breathes heavily, like a dog or a tired jogger"
793,2,4.025053,-0.9558093,2.5544834,"The introduction to ""The Song of Hiawatha"" mentions ""the curling smoke of"" these dwellings"
794,18,3.282464,-9.898972,0.78442407,"Oregon entered the union on this date in 1859, sweetie"
795,16,2.787292,-5.156858,6.164964,It's believed that the Virgin Mary died in this Middle Eastern city
796,9,-0.7318178,1.7865887,-11.407983,It's the U.S. state that experiences the most tornadoes
797,19,3.1863856,5.113687,-6.808483,The Beatles' bass player before Paul took over
798,3,-8.410408,4.4037566,1.6527741,A layer of paint
799,16,-0.80756015,-4.0577803,0.4576056,"A book subtitled ""Architecture in the Colombian Countryside"" showcases the estates called these in Spanish"
800,16,-3.9838834,5.505251,-0.34354565,"It's Bird Day in Oklahoma, & a popular date for pole dancing"
801,2,3.9586046,-2.9706314,2.3053122,This 1847 novel takes place mainly at Lowood Orphan Asylum & Thornfield Hall
802,16,-5.5540476,0.3839236,-6.5250683,"The Australian mountains that include the Charlotte's Pass ski area, or the weather there in July"
803,12,-0.021005003,4.2654467,3.1505547,"This ""Das Kapital"" author stands between comedian Oliver Hardy & H.G. Wells"
804,3,-5.7152557,8.199124,0.7995695,Hits hard
805,3,-6.8802385,4.3560553,3.6635695,A western camper pitches a tent; a central Asian nomad pitches this
806,16,-3.975271,5.5317473,-0.3880456,"O Canada celebrates Canada Day on this date, 3 days before a big American holiday"
807,15,8.071058,0.38382864,6.0654445,The Hagia Sophia in Istanbul was one of the many churches built by this 6th century Byzantine emperor
808,2,3.103522,0.98631215,1.8065559,"Critic Walter Kerr called this man's ""Camino Real"" ""The worst play yet written by the best playwright of his generation"""
809,1,-7.5794353,-4.587059,4.8051405,"Japan had an emperor, Russia, a czar & Italy was ruled by one of these"
810,1,1.2901528,4.7652674,7.210643,"She was called ""Little Missy"" & ""Little Sure Shot"""
811,12,1.1529307,5.7292447,-1.2950556,"Examples of this TV format include ""Leave It to Beaver"" & ""The King of Queens"""
812,9,-2.342393,1.0188401,-11.411747,"It's not the capital, but this Vietnamese city is the most populous"
813,4,1.5906005,-2.348133,-0.50907004,Liza & Lorna's mom
814,2,4.274688,-0.2185237,1.2790977,"""May All Your Fences Have Gates"" is a book of ""Essays on the Drama of"" this African-American playwright"
815,1,2.0836616,3.0958414,5.214347,"Of ""Frankenstein"", ""The Invisible Man"" or ""Dracula"", the one not created in 1897"
816,1,2.1656547,-6.1639876,-1.91623,"The ""Plant Magician"" was Luther Burbank; this man was the ""Plant Doctor"""
817,5,0.0017409024,-7.7119856,1.6439016,Slang term for a left-handed boxer or fiddle player
818,5,-4.2603116,-6.236662,7.940039,"Of the 3 countries that border Vietnam, the one whose name does not begin with the same letter as the other 2"
819,12,1.0518922,7.15962,2.952255,This animated girl attends Orbit High School
820,12,1.5397768,3.672408,-0.055902965,"(Sofia of the Clue Crew at the Nederlander Theatre in New York City)  This creator of ""Rent"" died the night of its final dress rehearsal, never knowing he would win the Pulitzer Prize"
821,2,3.5090406,-5.2433667,1.5120577,Relationship of Lizzie Borden to the woman she was acquitted of killing
822,1,0.94713014,-4.6952343,-1.2931696,"Born in 1905, he was the ""Billionaire Recluse"""
823,3,-5.9790077,2.4484751,2.2302568,"It's a low-level football ""catch"" made near the ground by a running player"
824,9,-5.2833996,1.9696352,-10.538494,"A fertile marshland, Vietnam's southernmost region is the broad delta of this river"
825,12,0.28121248,1.4422079,0.79588753,"Twice nominated for Oscars, this actress once studied at an Australian convent & sang in a rock band"
826,1,2.0178506,-3.1451974,0.8582283,These British twin brother playwrights wrote mystery novels under the rather obvious alias Peter Anthony
827,1,2.2392685,-6.245823,-2.01371,"Sam Rayburn was ""Mr. Sam"", not ""Mr. Democrat""; this politician was ""Mr. Republican"", not ""Mr. Robert"""
828,1,4.442854,2.7280507,-7.4870954,(I'm NFL running back Shaun Alexander)  I play in this city that's the farthest distance away from any other NFL city
829,16,-6.81383,-3.7530591,6.5699515,"The large ""S"" shape that is Vietnam juts out into this sea with a directional name"
830,12,1.1660901,4.65361,2.2865276,"She played an airheaded blonde to whom William Holden had to teach manners in ""Born Yesterday"""
831,2,2.784673,-3.0445755,0.75358605,"Born in 1799, this poet, novelist & playwright is to Russian literature what Shakespeare is to English literature"
832,12,1.1175652,0.15101448,1.5367236,"Gloria Vanderbilt or Doris Duke; it's also the translation of the Victoria Ruffo telenovela title ""Pobre Nina Rica"""
833,12,3.493382,3.773865,0.88336706,Peter Falk narrated this 1978 documentary in which hardened convicts frightened delinquent kids
834,9,-4.5784016,1.9925772,-10.393743,"Vietnam's narrowest point, about 30 miles, is just north of this port city where U.S. troops landed in 1965"
835,17,5.6071963,4.692827,-2.901476,"This CNN news anchor once worked as a correspondent for ""The MacNeil/Lehrer Newshour"""
836,11,2.3207722,-0.39800018,-3.8928123,"Bill Harmsen, who raised horses in Colo., happily founded this candy co. in 1949 to make money during the winter"
837,18,1.66465,-6.3353972,0.09977699,"Because of his Hanoverian heritage, American colonists called this monarch ""German Georgie"" or ""Geordie"""
838,9,-0.58987105,0.03954359,-10.094495,"Built on 200 acres, this Washington, D.C. train station was once the world's largest"
839,1,3.268114,3.3129418,2.123347,2 reporters unearth a political scandal that goes all the way to the top in this 1976 film based on a book
840,6,4.972275,1.6266315,-6.079561,"On Jan. 31, 1999 this team repeated as Super Bowl champs with John Elway throwing for 336 yards"
841,3,-4.5907845,2.14636,4.0899568,Do the wild fais-do-do in this state while motoring on Interstate 10 to Baton Rouge or Ponchatoula
842,1,1.7086807,-5.2804737,-0.85399956,"Among the more colorful nicknames of this agricultural chemist were ""Peanut Man"" & ""Sweet-Potato Man"""
843,16,-2.700832,-1.4249455,-4.2048736,The 120-foot big bat being transported here is now at the Kentucky museum named for this 2-word brand
844,12,3.9483657,6.01852,1.7217884,"Jimmy Stewart played Jefferson Smith, the naive & idealistic appointee to the U.S. Senate in this Capra classic"
845,4,7.5077105,-3.980647,-5.422098,"On January 4, 1995 he was sworn in as the first Republican speaker of the house in more than 40 years"
846,9,-0.46372417,2.6588178,-11.231472,It's the only U.S. state named for a French king
847,15,2.5752282,-2.1592543,7.654549,"This animal phrase meaning ""courageous"" was Richard I of England's nickname"
848,11,-3.458795,1.8782104,-2.9613845,"In 1956 a 12,000-square-mile one of these was seen floating off Antarctica; you might call it titanic"
849,12,4.480706,5.6675887,1.9851745,This political satire starred John Travolta as a Southern governor running for president
850,1,6.138344,-4.839893,-3.383833,"On Nov. 5, 1996, this GOP candidate joked, ""Tomorrow will be the first time in my life I don't have anything to do"""
851,1,1.6983455,-6.070994,-0.2003577,"He was the ""Father of Texas"", but the Indians called him ""Big Drunk"""
852,16,-2.5449886,-1.1733302,-4.3762274,(Jimmy of the Clue Crew)  In 1996 a 505 X 255-foot flag decorated this structure seen here in the West
853,12,4.2573075,5.767596,2.1860425,Frank Langella is the power hungry chief of staff in this film in which Kevin Kline plays a presidential impersonator
854,11,3.9335496,-4.598242,-6.232548,In April 1992 riots broke out in L.A. after a jury failed to convict the policemen involved in the beating of this man
855,1,1.6500076,-5.253275,-0.7364569,"This 19th century American politician & orator was nicknamed ""The Little Giant"""
856,1,-1.1201599,-1.4605788,3.723008,Lady Hamilton could tell you the name of this 185-foot column that went up in the early 1840s
857,12,2.6868186,5.316168,1.6317221,"Michael Douglas played Andrew Shepherd, the title character of this film, & even he had trouble dating"
858,4,4.4575243,-1.3776687,-10.220759,"Queen Elizabeth II & Francois Mitterrand appeared together at the opening of this on May 6, 1994"
859,8,-1.5665451,10.349447,-0.63750464,"Scotch, & make it this (6)"
860,4,7.898148,-3.4863389,-7.4440403,"This man from Mass. is the ranking Democrat of the Senate's Health, Education, Labor & Pensions Committee"
861,4,11.431602,0.27146226,8.579513,"CBS, Blockbuster, Simon & Schuster"
862,1,-1.8563681,-0.6810126,2.6108508,This fluffy skirt that you may have to wear was not named for archbishop Desmond
863,7,-8.752775,5.19217,-1.6832302,"In this largest country, comrades left & right enjoy coulibiac, a pie made with the spinal marrow of the sturgeon"
864,19,4.8239064,-2.1479013,-1.4552057,"Some think this Irving Berlin song should replace ""The Star-Spangled Banner"" as the national anthem -- it's easier to sing"
865,8,-2.8562317,9.486573,-1.0426581,"He's the shadowy Watergate source (4,6)"
866,1,3.7198648,-7.0645785,-5.553883,This self-made man has the distinction of being the longest serving senator ever from West Virginia
867,4,11.963925,1.0327231,7.8654404,"Aiwa, Epic Records, Columbia Tristar"
868,2,-0.99774134,0.9425608,2.7771404,"Your allergy to feathers may prevent you from playing Odette, the queen of the swans in this ballet"
869,7,-9.149123,4.464377,-1.9202964,The Masai people of this African country mix cow blood with milk for a refreshing drink
870,1,-4.0910234,0.8799316,-0.23046272,"Politicians often complain about having to make appearances on this ""unappetizing poultry"" circuit"
871,1,3.911086,-4.3987384,-2.8135257,"This Ariz. senator said of Bush's energy plan, ""Just one pork barrel project larded onto another"""
872,4,11.395111,0.21828394,8.624538,"D.C. Comics, MapQuest.com, CNN"
873,3,-1.3999116,0.6867054,2.8637342,"To star in this 1890 fairy tale ballet, you shouldn't have spindly legs but you will need a spindle"
874,7,-7.8870735,6.2904716,-3.291486,Sanma aisu is fish-flavored ice cream & taco aisu is octopus-flavored ice cream made in this country
875,7,-9.816539,3.6095595,-6.091969,There are Blue & White branches of this African river
876,1,3.8285825,-6.916334,-5.5874987,This Tennessee senator is a practicing physician
877,4,11.740601,0.7215098,8.145945,"First Colony Life Insurance, Telemundo, NBC"
878,12,-0.9648541,0.86731535,2.7265556,Your striking resemblance to Kirk Douglas has convinced us to star you in the ballet about this gladiator
879,7,-8.367039,4.545125,-1.6164266,"When on this north Atlantic island be sure to try hakarl, a traditional dish of rotten shark"
880,18,0.21686172,-3.8037264,-12.3553505,VP Garret Hobart cast the deciding vote against independence for these formerly Spanish Pacific islands
881,1,3.9865665,-4.2812634,-2.577757,"This Vermont senator wrote, ""You get 15 Democrats together in a room, and you get 20 opinions"""
882,4,11.712127,0.67765343,8.192362,"Hyperion Books, Mammoth Records, Miramax Films"
883,19,-0.32391563,1.2963454,2.5453866,"Your ""Romeo and Juliet"" will make everyone forget the 1965 triumph of Rudolf Nureyev & this partner"
884,7,-8.746792,5.501055,-1.7495562,"Consisting of a sheep's minced heart, lung & liver, haggis is a specialty of this U.K. country"
885,4,3.0705388,-5.4956264,11.650434,The website for this Bureau of the Treasury department is www.moneyfactory.com
886,3,5.9780803,-4.8148003,-6.4798636,"If a president is impeached, this official presides over the trial in the Senate"
887,9,-5.668408,2.2179124,-8.954042,"The Qattara Depression, one of Africa's lowest points, lies 300 miles southwest of this country's pyramids"
888,7,-7.4364634,6.8788247,-1.3365059,A folded tortilla filled with various ingredients
889,3,-3.9647992,3.0816371,-1.0160545,Cheap way off a rodeo bronco
890,9,-0.50799584,4.543892,-9.304502,The Mackinac Bridge joins the upper & lower peninsulas of this U.S. state
891,10,-12.992332,1.9402212,-1.7385439,These events occur because gas-filled magma is forced to the surface by pressure from solid rock
892,19,0.17035566,4.683112,-0.511874,"Ted Cassidy played Bigfoot on ""The Six Million Dollar Man"" & filled this servant's shoes on ""The Addams Family"""
893,9,-5.204089,-0.5232997,-9.095846,Arabs call this Libyan capital Tarabulus
894,7,-8.694092,6.9015017,-2.4341903,"This ""steak"" is a hot dog"
895,3,-4.4077225,0.16491969,4.786385,"No ""Wonder"" you're on a ""roll"" -- you're not a ""loaf""er & you're earning a lot of this"
896,18,2.5774524,-8.738435,0.6313122,This state was named for a man who was a European king from 1643 to 1715
897,1,1.7619087,-2.5085633,8.048573,"They're ""unlucky"" because in the Middle Ages they were thought to be the mascots of witches"
898,1,-1.4915367,1.0881222,-0.59388876,He must have a great benefit plan; Alfred began his service to this crime fighter way back in 1943
899,9,-6.4115753,1.9968926,-10.296735,"Most of Africa's major rivers, including the Congo & the Niger, flow into this ocean"
900,7,-9.362255,1.7638992,-4.0412006,This root vegetable often has white skin & a purple-tinged top
901,3,-5.462313,0.10444777,5.533052,"If you have the itch to start a business ""from"" it, you'll certainly need some of it"
902,9,-3.1016302,0.2174346,-10.691973,There are more farms in this large southwestern state than in any other
903,2,6.7417912,-6.050801,4.151998,"According to Genesis 3:14, because it tricked Eve"
904,12,2.3663526,6.075145,0.4538555,"Robert Guillaume cleaned up on ""Soap"" before moving to the governor's mansion on this series"
905,9,-4.1496344,1.13139,-8.570742,"In addition to its bountiful wildlife, this desert is the site of the Orapa diamond mine, one of the world's largest"
906,7,-6.5057225,5.3588114,-1.3948593,It's a cross between a pomelo & a tangerine
907,5,-2.8024037,5.398608,5.1341143,Bank notes that sing before fa-so-la
908,16,-2.0183702,0.19847967,-8.131271,"This town bearing the name of an old TV game show is the seat of Sierra County, New Mexico"
909,2,4.13395,-5.555944,2.0258765,"To punish Vronsky for turning cold to her, & to escape from everything"
910,12,2.2580855,5.3498173,0.36230642,"Daniel Davis played Niles the butler on this ""Fine"" TV comedy that featured the Sheffield family"
911,16,-4.9797497,-0.36074367,-8.847479,"Jebel Musa, a promontory in this mountain range, is one of the Pillars of Hercules"
912,7,-6.7791457,6.0085225,-1.0773319,A yellow cheddar from Oregon
913,3,-1.2143716,-0.74157596,6.4895606,2-word phrase for Henny Penny's lunch
914,12,2.0837371,2.2102509,0.8096376,"On June 17, 1969 this controversial erotic revue opened off-Broadway; oh my!"
915,7,-10.9459095,3.0273607,-1.8432341,Because bacteria from carbon dioxide bubbles around which the curd hardens
916,12,1.8061895,5.9481134,0.984578,"Giles was the first name of this Sebastian Cabot character on ""Family Affair"""
917,7,-6.8988457,1.3938344,-2.4108715,In the East Indies certain species of this reptile are called flying dragons because they can glide from tree to tree
918,19,6.0730147,-0.46288472,-8.1132555,"As an 8-year-old in 1956, she sang with a group welcoming Queen Elizabeth II; later she sang to open the 2000 games"
919,2,6.2999897,-0.5202475,2.211038,"In 1845 he published ""The Raven and Other Poems""; the other poems include ""The Conqueror Worm"""
920,14,-10.993497,-6.4006195,-3.2569401,Henry VIII
921,2,-0.26624084,-1.8117713,5.9890223,"Type of quotations in the title of ""Bartlett's"""
922,3,0.24254133,2.4691582,-1.3994051,"Film character who said, ""You should be kissed, and often, and by someone who knows how"""
923,11,-10.848519,6.804148,3.0361323,"Newton, Cassegrain, Schmidt & Maksutov all have types of this instrument named for them"
924,1,-1.178238,-8.097819,-4.878515,"Teams were pulling out left & right, some in protest of the Soviet invasion of this country"
925,16,-2.9150655,-2.3133824,-3.6216974,"In 1977 a reconstruction of her ""Little House"" was put on the original site 13 miles southwest of Independence"
926,14,-10.76548,-5.953956,-3.1896157,George VI
927,5,-0.7250334,-6.3481355,5.5351253,"A quote can be taken ""out of"" this, from the Latin for ""to weave together"""
928,1,1.26408,4.406813,-1.781808,"A former Dodger outfielder & TV's ""Grace Under Fire"" both go by this name"
929,7,-6.357609,1.0110357,-2.4158933,The flexible neck of this bird of prey allows it to rotate its head an amazing 270 degrees
930,17,-1.7701985,-5.420419,-9.831006,"Like Korea in 2000, this country entered the stadium in 1956 as a ""United"" team"
931,2,5.662667,-1.3350743,-0.58779883,"19th century minister of the Second Church of Boston, known for essays like ""Self-Reliance"""
932,14,-10.942689,-5.7017922,-2.6026883,Richard I
933,12,1.193945,6.6202583,1.7538497,"Kim Walker's character in ""Say Anything"" has this annoying habit when quoting"
934,2,2.4503305,-2.9616854,0.88045496,"This Irish poet who penned ""The Winding Stair"" shares his middle name with his brother Jack & father John"
935,5,-1.8082507,-3.3347929,5.0951815,"Change 1 letter in ""protest"" to get this word for a protozoan & others in its kingdom"
936,2,1.9024508,-0.38482782,1.0739877,"Her 2000 novel ""Blonde"" is, of course, about Marilyn Monroe"
937,14,-11.041801,-5.673556,-2.3429387,James I
938,5,-1.3434204,-2.7449613,6.436764,"3-word phrase for a quote meant for attribution, or a quote like ""Gretzky's 92 goals are unbeatable!"""
939,2,4.7578015,-2.0314648,2.0483468,"In his 1872 novel ""Erewhon"", poverty is considered a crime"
940,10,-1.8005744,-9.361216,3.2264936,"Sir Humphry Davy named this yellowish-green gas from a Greek word meaning ""greenish-yellow"""
941,2,1.538431,-0.58348763,1.4038119,"""Before I Say Good-Bye"" is her 22nd romantic thriller, so it's no mystery -- she's good"
942,14,-10.790351,-5.9086375,-3.1106796,George III
943,1,-0.36463314,-1.9946525,5.8736305,Publishing term for the type of quote seen here: [Trebek's...made it into record books as host of television's #1-rated quiz show.]
944,16,0.7274469,0.08230593,-11.922505,"The mission statement of this school says it's located ""In...Indianapolis, one of America's most livable cities"""
945,2,2.6480474,0.932577,3.0803826,"The 1996 musical ""Play On!"" gets its title from the first line of this Shakespeare play, on which it is based"
946,2,6.1484647,-5.1909275,-2.7642443,"A minister, 1968: ""I've seen the promised land...and I'm happy tonight...I'm not fearing any man"""
947,19,1.7021674,8.344576,-3.0041478,"""Soul Train"" premiered in this decade"
948,8,-2.46938,10.726818,-3.8740103,"""Marching On"", ""By Antietam Creek"""
949,5,-5.7906823,-6.390306,5.9938774,Descriptive term for the flag of Italy & the flag of France
950,7,-8.764083,-0.545134,-2.9617894,The most common cause of hay fever in the U.S. is this substance from ragweed
951,12,2.2782772,7.821616,2.8767,"In ""Peanuts"", Snoopy often fancied himself a flying ace out to get this pilot"
952,3,4.7189736,-3.9834938,-1.411135,"A Communist, 1938: ""Political power grows out of the barrel of a gun"""
953,17,-0.3386548,7.822813,0.43254492,Oh yessssssss...he created the show & was the original producer & host
954,8,-0.3530725,9.912605,-3.6280012,"""Body Count"", ""Coming Home"""
955,4,6.3714986,-1.3416016,-7.192272,From 1963 to 1978 he was Archbishop of Krakow
956,7,-9.882611,3.7168963,-5.6277575,This common weed seen here has a beverage in its name
957,3,-9.421476,1.2564094,4.7814827,Excessive bureaucratic procedure resulting in inaction or delay
958,2,6.4209404,-4.3970804,-2.1111715,"A physicist, 1955: ""If only I had known, I would have become a watchmaker"""
959,19,2.0521533,7.243793,-3.3867977,"White crossover artists featured on ""Soul Train"" have included David Bowie & this ""Island Girl"" singer"
960,8,-1.9524766,9.4756975,-2.8063185,"""The Good Soldier Schweik"", ""Paths of Glory"""
961,16,-3.1644118,0.70869666,-5.0165143,Geographic region within the Arctic Circle named for the people who call themselves the Sami
962,7,-8.230202,0.8703913,-3.2578795,This plant whose alkaloids ended Socrates' life now grows on American roadsides
963,2,6.8232393,-4.091637,-1.520198,"Stephen Crane wrote, ""He wished that he, too, had a wound,"" this"
964,1,4.748476,-3.1467345,-1.7716872,"A governor, 1963: ""Segregation now!  Segregation tomorrow!  Segregation forever!"""
965,17,-2.9551916,-3.357338,-0.17040788,This hair care product was among the first major backers of the show
966,8,-1.541047,9.12407,-3.3640532,"""A Walk in the Sun"", ""They Were Expendable"""
967,9,-3.2830055,1.8493369,-12.343852,It's the smallest in area of the Benelux countries
968,16,0.2364924,-3.8850095,3.6659467,This fabric follows Queen Anne's in the name of the weed seen here
969,19,3.984972,7.279609,-3.6827822,"In song, just ""remember"" this place ""and the cowboy that loves you so true"""
970,8,0.3480773,9.593847,-5.4064355,"A professor, 1967: ""Turn on, tune in, drop out"""
971,19,0.8659794,5.5473247,-4.7342386,"To gain better production values, ""Soul Train"" was moved from this city to Los Angeles"
972,8,-2.09023,10.353439,-3.557595,"""Arundel"", ""Johnny Tremain"""
973,9,-5.5912166,1.77297,-11.130888,"The fertile plain east of the Danube, making up half this country's area, is called the Great Alfold"
974,5,-0.39027017,-4.4115796,3.8881729,"In the names of weeds, this old word for a plant follows soap- & St. John's"
975,19,2.293518,-1.6314707,3.2200346,"The title of a 1928 song Sophie Tucker introduced, it was also her nickname"
976,17,4.813123,3.9712126,-1.2237676,This show which had a 9-year-run on ABC was produced with help from J. Edgar Hoover
977,5,-0.73573625,-4.5520353,3.7185888,"The emblem of St. Lawrence, it's also a nickname for a football field"
978,6,7.778569,2.7538486,-6.2627854,"Elected to the Hall of Fame in 1966, his lifetime batting average was .344"
979,9,-3.4656527,1.0965025,-10.388594,This state's largest lake may be 20 times as salty as any ocean
980,1,-1.5027012,3.846646,2.4002557,"Oscar & Felix were an ""odd"" one"
981,17,3.3848324,3.8347397,-0.20698301,"This '60s police drama with Jack Warden was missing the ""blue"" of the series that began in 1993"
982,18,10.14408,2.5510893,4.5333657,The first American citizen canonized was an immigrant from this country
983,19,1.7734674,7.163447,-4.6111274,"This crooner's hits include 1971's ""Where Do I Begin"" & 1959's ""Lonely Street"""
984,18,7.41486,-0.9763142,-2.079917,"Francis Scott Key wrote ""The Star-Spangled Banner"" while in this state during the War of 1812"
985,5,1.0350732,-7.379529,3.1774251,Ichabod's patronymic
