 Show Number, Air Date, Round, Category, Value, Question, Answer
3172,1998-05-19,Double Jeopardy!,MEN IN RED,$1000.00,Red Schoendienst wore red for 3 decades as a player & manager with this National League team,St. Louis Cardinals
3172,1998-05-19,Double Jeopardy!,NO MEN ALLOWED,$1000.00,In mythology these warrior women tolerated men only in a servile capacity,Amazons
3172,1998-05-19,Final Jeopardy!,STATE CAPITALS,None,In 1765 this city was named in honor of the peaceful resolution of a boundary dispute,"Concord, New Hampshire"
5687,2009-05-05,Jeopardy!,ARCHAEOLOGY,$200.00,In 1996 Franck Goddio discovered her palace underwater in the harbor of Alexandria,Cleopatra
5687,2009-05-05,Jeopardy!,HOW MANY PLAYERS ON EACH SIDE?,$200.00,Basketball,5
5687,2009-05-05,Jeopardy!,YOU CAN'T SPELL JEOPARDY! WITHOUT PARTY!,$200.00,"Our drinking game: if someone on C-SPAN says, ""Madam Speaker"", take a sip of Darjeeling this",tea
5687,2009-05-05,Jeopardy!,WHAT ARE YOU AFRAID OF?,$200.00,"Yes, there really is a name for the fear of this number--it's triskaidekaphobia",13
5687,2009-05-05,Jeopardy!,SCHOOLS NAMED AFTER PEOPLE,$200.00,A merchant's 1919 bequest for music education resulted in this NYC academy's graduate school,the Juilliard School
5687,2009-05-05,Jeopardy!,HOMOPHONES,$200.00,"Showers, or leather straps that control a horse",rains/reins
5687,2009-05-05,Jeopardy!,ARCHAEOLOGY,$400.00,"Rano Raraku, a quarry on this South Pacific island, produced about 900 moai, or statues, some over 30' tall",Easter Island
5687,2009-05-05,Jeopardy!,HOW MANY PLAYERS ON EACH SIDE?,$400.00,Ice hockey,6
5687,2009-05-05,Jeopardy!,YOU CAN'T SPELL JEOPARDY! WITHOUT PARTY!,$400.00,"Around 11:00 P.M., we break out the card game ""authors""; do you have any of this man <a href=""http://www.j-archive.com/media/2009-05-05_J_22.jpg"" target=""_blank"">seen</a> <a href=""http://www.j-archive.com/media/2009-05-05_J_22a.jpg"" target=""_blank"">here</a>?",Mark Twain
5687,2009-05-05,Jeopardy!,WHAT ARE YOU AFRAID OF?,$400.00,It's the country someone with sinophobia would be least apt to visit,China
5687,2009-05-05,Jeopardy!,SCHOOLS NAMED AFTER PEOPLE,$400.00,"This religious leader bought a building from the Univ. of Deseret, founded a school & named it for himself",Brigham Young
5687,2009-05-05,Jeopardy!,HOMOPHONES,$400.00,"A horse's harness, or pertaining to a wedding",bridle/bridal
5687,2009-05-05,Jeopardy!,ARCHAEOLOGY,$600.00,"In 1865 John Lubbock became the first to use this term referring to the ""Old Stone Age""",paleolithic
5687,2009-05-05,Jeopardy!,HOW MANY PLAYERS ON EACH SIDE?,$600.00,Olympic synchronized platform diving,2
5687,2009-05-05,Jeopardy!,YOU CAN'T SPELL JEOPARDY! WITHOUT PARTY!,$600.00,"The karaoke machine is loaded weth arias, like this composer's ""Celeste Aida""",Verdi
5687,2009-05-05,Jeopardy!,WHAT ARE YOU AFRAID OF?,$600.00,"Sadly, with panphobia, you're afraid of this, & this, & this & this...",everything
5687,2009-05-05,Jeopardy!,SCHOOLS NAMED AFTER PEOPLE,$600.00,N.C.'s Trinity College changed its name to this after a tobacco family that gave the school millions,Duke
5687,2009-05-05,Jeopardy!,HOMOPHONES,$600.00,"To acquire through merit, or a large decorative vase",earn/urn
5687,2009-05-05,Jeopardy!,ARCHAEOLOGY,$800.00,"The Clovis people, who date back 13,000 years, were named for the town in this state where artifacts were first found",New Mexico
5687,2009-05-05,Jeopardy!,HOW MANY PLAYERS ON EACH SIDE?,$800.00,Soccer,11
5687,2009-05-05,Jeopardy!,YOU CAN'T SPELL JEOPARDY! WITHOUT PARTY!,$800.00,"We get wild with the Greek crowd when our friend Christos stuffs <a href=""http://www.j-archive.com/media/2009-05-05_J_24.jpg"" target=""_blank"">these</a> leaves",grape leaves
5687,2009-05-05,Jeopardy!,WHAT ARE YOU AFRAID OF?,$800.00,"If you're a tachophobe, you won't be feeling the need for this",speed
5687,2009-05-05,Jeopardy!,SCHOOLS NAMED AFTER PEOPLE,$800.00,It's no surprise that a New Hampshire university is named for this 14th president,Franklin Pierce
5687,2009-05-05,Jeopardy!,HOMOPHONES,$800.00,"A plant of the parsley family, or a unit to measure the fineness of gold",carrot/karat
5687,2009-05-05,Jeopardy!,ARCHAEOLOGY,"$1,000.00","Carved in 196 B.C., its text was written by priests to honor Ptolemy V",the Rosetta Stone
5687,2009-05-05,Jeopardy!,HOW MANY PLAYERS ON EACH SIDE?,$1000.00,Canadian football,12
5687,2009-05-05,Jeopardy!,YOU CAN'T SPELL JEOPARDY! WITHOUT PARTY!,$1000.00,"After too much Jolt, we call MIT's Alan Guth & argue about his inflation model, which modifies this cosmic theory",the Big Bang theory
5687,2009-05-05,Jeopardy!,WHAT ARE YOU AFRAID OF?,$1000.00,"Papyrophobia is the fear of this--touching it, seeing it, being cut by it",paper
5687,2009-05-05,Jeopardy!,SCHOOLS NAMED AFTER PEOPLE,$1000.00,"James Bayley founded this N.J. university & named it for his aunt, the first American-born saint",Seton Hall
5687,2009-05-05,Jeopardy!,HOMOPHONES,$1000.00,"Transparently thin, or to cut wool",sheer/shear
5687,2009-05-05,Double Jeopardy!,GEOGRAPHY,$400.00,Kuala Lumpur is on this 5-letter peninsula,Malay
5687,2009-05-05,Double Jeopardy!,HIGH-TECH CINEMA,$400.00,A mech war on the planet Cybertron over the Allspark spills out on Earth in this 2007 film,Transformers
5687,2009-05-05,Double Jeopardy!,RALLY TO THE CAUSE,$400.00,It's to free this land invaded by China in 1950,Tibet
5687,2009-05-05,Double Jeopardy!,LET'S GET PHYSICS-AL,$400.00,N is the symbol for the unit of force named for him,Newton
5687,2009-05-05,Double Jeopardy!,LOOK WHAT YOU'VE WON!,$400.00,"For your third-place finish in the Olympic 200m butterfly, just a bit behind Michael Phelps: One of these medals",a bronze medal
5687,2009-05-05,Double Jeopardy!,LATIN,$400.00,Tempus fugit (meaning this) when you're having fun,time flies
5687,2009-05-05,Double Jeopardy!,GEOGRAPHY,$800.00,"Venice, Italy is the ""mistress of"" this arm of the Mediterranean",the Adriatic
5687,2009-05-05,Double Jeopardy!,HIGH-TECH CINEMA,$800.00,Road & Track magazine reviewed the tech-laden Mach 5 of this film,Speed Racer
5687,2009-05-05,Double Jeopardy!,RALLY TO THE CAUSE,$800.00,"We're against this--a '60s slogan says it's ""not healthy for children & other living things""",war
5687,2009-05-05,Double Jeopardy!,LET'S GET PHYSICS-AL,$800.00,"It sounds like a pit crew, but it's the branch of physics concerned with motion & the action of forces on matter",mechanics
5687,2009-05-05,Double Jeopardy!,LOOK WHAT YOU'VE WON!,$800.00,For your expose of the cafeteria: One of these Columbia University journalism awards,a Pulitzer
5687,2009-05-05,Double Jeopardy!,LATIN,$800.00,"The name of this 100-member body comes from the Latin & means ""council of elders""",the senate
5687,2009-05-05,Double Jeopardy!,GEOGRAPHY,"$5,200.00",This desert's name is from the Mongolian,the Gobi
5687,2009-05-05,Double Jeopardy!,HIGH-TECH CINEMA,$1200.00,Shia LaBeouf is tracked & controlled with technology of everyday life in this 2008 film,Eagle Eye
5687,2009-05-05,Double Jeopardy!,RALLY TO THE CAUSE,$1200.00,"Bring candles--it's for TBTN, ""Take Back"" this",the Night
5687,2009-05-05,Double Jeopardy!,LET'S GET PHYSICS-AL,$1200.00,"(<a href=""http://www.j-archive.com/media/2009-05-05_DJ_23.jpg"" target=""_blank"">Kelly of the Clue Crew shows an animated diagram on the monitor.</a>)  The distance x that a runner will cover from a standing start is given by the equation x = 1/2 at<sup>2</sup>, where t is time & a stands for this",acceleration
5687,2009-05-05,Double Jeopardy!,LOOK WHAT YOU'VE WON!,$1200.00,"For that term paper on the DNA of mice: One of these in physiology or medicine, just like Sir Martin Evans",a Nobel Prize
5687,2009-05-05,Double Jeopardy!,LATIN,$1200.00,"We have grave concerns you'll know that requiescat in pace means ""may he"" do this",rest in peace
5687,2009-05-05,Double Jeopardy!,GEOGRAPHY,$1600.00,In 1990 it was the seat of the German federal government,Bonn
5687,2009-05-05,Double Jeopardy!,HIGH-TECH CINEMA,$1600.00,"In this Coen Brothers comedy, 2 gym employees find a disk containing the memoirs of a CIA agent",Burn After Reading
5687,2009-05-05,Double Jeopardy!,RALLY TO THE CAUSE,$1600.00,"It's organized by this lefty dot-org, motto ""Democracy in action""",MoveOn
5687,2009-05-05,Double Jeopardy!,LET'S GET PHYSICS-AL,"$3,000.00","It's the branch of physics that deals with the relationship between heat, work, temperature & energy",thermodynamics
5687,2009-05-05,Double Jeopardy!,LOOK WHAT YOU'VE WON!,$1600.00,For your all-around fabness: One of these scholarships that have been sending U.S. kids to Oxford since 1904,a Rhodes Scholarship
5687,2009-05-05,Double Jeopardy!,LATIN,$1600.00,"This type of phone that you may have heard your parents talk of is from the Latin for ""wheel""",rotary
5687,2009-05-05,Double Jeopardy!,GEOGRAPHY,$2000.00,Bloemfontein is the judicial capital of this nation,South Africa
5687,2009-05-05,Double Jeopardy!,HIGH-TECH CINEMA,$2000.00,"In ""Swordfish"" John Travolta enlists this Aussie actor to hack billions from the government",Hugh Jackman
5687,2009-05-05,Double Jeopardy!,RALLY TO THE CAUSE,$2000.00,"It's to save equal Internet speed for all, aka ""net"" this",neutrality
5687,2009-05-05,Double Jeopardy!,LET'S GET PHYSICS-AL,$2000.00,"In classical physics, laws of conservation cover mass, energy & this, equal to mass times velocity",momentum
5687,2009-05-05,Double Jeopardy!,LOOK WHAT YOU'VE WON!,$2000.00,"For your work in college radio: One of these awards given for radio excellence since 1941; TV shows win them too, now",the Peabodys
5687,2009-05-05,Double Jeopardy!,LATIN,$2000.00,Vox dei translates to this--I hear it speaking now,the voice of God
5687,2009-05-05,Final Jeopardy!,ON THE MOON,None,It's the last word of the inscription on Apollo 11's plaque on the Moon & is also found in a related quotation,mankind
5411,2008-03-03,Jeopardy!,LEGAL TERMS,$200.00,"(<a href=""http://www.j-archive.com/media/2008-03-03_J_23.jpg"" target=""_blank"">Judge Maria Lopez reads the clue.</a>)  Well, I know we've all enjoyed the trial, but it looks like the jury has reached this, from the Latin for ""true speech""",a verdict
5411,2008-03-03,Jeopardy!,COLLEGE FOOTBALL COACHING LEGENDS,$200.00,Woody Hayes (1951-1978),Ohio State
5411,2008-03-03,Jeopardy!,COOL CARS,$200.00,"In 2003 Toyota unveiled vehicles with ""IPA"", a system that allows a car to do this ""P"" by itself",park
5411,2008-03-03,Jeopardy!,JESUS,$200.00,He betrayed Jesus with a kiss,Judas
5411,2008-03-03,Jeopardy!,HODGEPODGE,$200.00,"On a flight from Oakland to Chicago on May 15, 1930, Ellen Church became the first woman to work as one of these",a flight attendant
5411,2008-03-03,Jeopardy!,7-LETTER WORDS,$200.00,"A lack or deficiency; it's said to ""make the heart grow fonder""",absence
5411,2008-03-03,Jeopardy!,LEGAL TERMS,$400.00,Your partner in crime didn't show up for court?  He may get one of these orders that will compel him to testify,a subpoena
5411,2008-03-03,Jeopardy!,COLLEGE FOOTBALL COACHING LEGENDS,$400.00,Bo Schembechler (1969-1989),Michigan
5411,2008-03-03,Jeopardy!,COOL CARS,$400.00,"Mercedes-Benz' ""smart"" cruise control uses this detecting & ranging system to sense vehicles ahead of you",radar
5411,2008-03-03,Jeopardy!,JESUS,$400.00,This term for an artistic representation of the Virgin Mary mourning over the dead Christ is from the Italian,a pietà
5411,2008-03-03,Jeopardy!,HODGEPODGE,$400.00,"These mischievous supernatural creatures of Arab lore were made famous by ""The 1,001 Nights""; make a wish!",a genie
5411,2008-03-03,Jeopardy!,7-LETTER WORDS,$400.00,"Connect the dots & name the disease seen <a href=""http://www.j-archive.com/media/2008-03-03_J_09.jpg"" target=""_blank"">here</a>",measles
5411,2008-03-03,Jeopardy!,LEGAL TERMS,$600.00,"(<a href=""http://www.j-archive.com/media/2008-03-03_J_25.jpg"" target=""_blank"">Judge David Young reads the clue.</a>)  This legal term may sound like a rich cake, but actually it refers to a civil wrong",a tort
5411,2008-03-03,Jeopardy!,COLLEGE FOOTBALL COACHING LEGENDS,$600.00,Tom Osborne (1973-1997),(University of) Nebraska
5411,2008-03-03,Jeopardy!,COOL CARS,$600.00,"(<a href=""http://www.j-archive.com/media/2008-03-03_J_05.jpg"" target=""_blank"">Sarah of the Clue Crew reads the clue from inside a car.</a>)  This vehicle is the only still-existing 1970 Boss 429 Lawman type of this ""pony"" car",a Mustang
5411,2008-03-03,Jeopardy!,JESUS,$600.00,"Jesus told Martha, the sister of this man, ""I am the resurrection and the life""--& proved it",Lazarus
5411,2008-03-03,Jeopardy!,HODGEPODGE,$600.00,It's alphabetically last among the member countries of the United Nations,Zimbabwe
5411,2008-03-03,Jeopardy!,7-LETTER WORDS,$600.00,"It precedes ""Man March"" & ""-aire""",million
5411,2008-03-03,Jeopardy!,LEGAL TERMS,$800.00,Lending money?  Be sure to ask for one of these notes in which the borrower agrees to pay it back,promissory
5411,2008-03-03,Jeopardy!,COLLEGE FOOTBALL COACHING LEGENDS,$800.00,Bobby Bowden (1976-present),Florida State
5411,2008-03-03,Jeopardy!,COOL CARS,"$1,200.00",Henry Ford planned for this biofuel made from grain to be the principal fuel for the Model T,ethanol
5411,2008-03-03,Jeopardy!,JESUS,$800.00,This divine messenger told Mary that she would give birth to a son,the angel Gabriel
5411,2008-03-03,Jeopardy!,HODGEPODGE,$800.00,"The rock musical ""Hair"" features a chant of this Hindu sect founded in the U.S. in 1966",the Hare Krishna
5411,2008-03-03,Jeopardy!,7-LETTER WORDS,$800.00,There's no business like shoe business if you're in this job; it's also a type of pie,cobbler
5411,2008-03-03,Jeopardy!,LEGAL TERMS,$1000.00,"(<a href=""http://www.j-archive.com/media/2008-03-03_J_27.jpg"" target=""_blank"">Judge Hatchett reads the clue.</a>)  Your parrot got loose & pecked your neighbor so severely that you are charged with this type of negligence, likely to result in grave injury",gross negligence
5411,2008-03-03,Jeopardy!,COLLEGE FOOTBALL COACHING LEGENDS,$1000.00,Vince Dooley (1964-1988),Georgia
5411,2008-03-03,Jeopardy!,COOL CARS,$1000.00,"Powered by both a gasoline engine & an electric motor, this company's Insight was the first hybrid car sold in the U.S.",Honda
5411,2008-03-03,Jeopardy!,JESUS,$1000.00,"(<a href=""http://www.j-archive.com/media/2008-03-03_J_17.jpg"" target=""_blank"">Kelly of the Clue Crew indicates a symbol on the monitor.</a>)  A symbol used as a monogram of Jesus Christ is formed by superimposing <a href=""http://www.j-archive.com/media/2008-03-03_J_17a.jpg"" target=""_blank"">these</a> two Greek letters, which come from Christ's name",chi & rho
5411,2008-03-03,Jeopardy!,HODGEPODGE,$1000.00,"Yeeeeeee-haaaa!  Billy Idol knows this drink's got bourbon, triple sec, lemon juice, an egg white & an orange slice",a Rebel Yell
5411,2008-03-03,Jeopardy!,7-LETTER WORDS,$1000.00,"If it ain't this period of music said to have ended with Bach's death in 1750, don't fix it",Baroque
5411,2008-03-03,Double Jeopardy!,THE AMERICAN REVOLUTION,$400.00,In 1770 England repealed all of the Townshend Acts except the tax on this commodity,tea
5411,2008-03-03,Double Jeopardy!,WORLD OF SINGERS,$400.00,Bono,Ireland
5411,2008-03-03,Double Jeopardy!,YOU ANIMAL,$400.00,"Unlike most others in this animal family, female caribou grow antlers, which they shed each year",deer
5411,2008-03-03,Double Jeopardy!,FICTIONAL DETECTIVES,$400.00,"""The House Without a Key"" was the first case solved by this Chinese detective",Charlie Chan
5411,2008-03-03,Double Jeopardy!,BUTTONS,$400.00,"Featuring an eagle & a sunburst, one of the most sought-after political buttons in the U.S. is from his 1789 inaugural",George Washington
5411,2008-03-03,Double Jeopardy!,"""BO""s",$400.00,"Someone from Prague, or a person who lives & acts free of regard for conventional rules",Bohemian
5411,2008-03-03,Double Jeopardy!,THE AMERICAN REVOLUTION,$800.00,"During the Battle of Bunker Hill, patriots were warned not to ""fire until you see"" these",the whites of their eyes
5411,2008-03-03,Double Jeopardy!,WORLD OF SINGERS,$800.00,Enrique Iglesias,Spain
5411,2008-03-03,Double Jeopardy!,YOU ANIMAL,$800.00,"Deep-sea shrimp have organs called photophores, which emit this to help identify a mate",light
5411,2008-03-03,Double Jeopardy!,FICTIONAL DETECTIVES,$800.00,"This detective debuted in the story ""Killer in the Rain"", from which material was later used in ""The Big Sleep""",Philip Marlowe
5411,2008-03-03,Double Jeopardy!,BUTTONS,$800.00,"In the course of the 18th century, this part of a man's shirt shrank in size & got buttons",a cuff
5411,2008-03-03,Double Jeopardy!,"""BO""s",$800.00,An archer pulls it back to launch an arrow,bowstring
5411,2008-03-03,Double Jeopardy!,THE AMERICAN REVOLUTION,$1200.00,"British forces captured this Georgia port city on Dec. 29, 1778 & soon controlled all of the state",Savannah
5411,2008-03-03,Double Jeopardy!,WORLD OF SINGERS,$1200.00,Gloria Estefan,Cuba
5411,2008-03-03,Double Jeopardy!,YOU ANIMAL,$1200.00,"Before 1935, turkeys were bred mainly for this feature, not meat",feathers
5411,2008-03-03,Double Jeopardy!,FICTIONAL DETECTIVES,$1200.00,"Except for ""Gone Fishin'"", all novels featuring this black detective created by Walter Mosley have had a color in the title",Easy Rawlins
5411,2008-03-03,Double Jeopardy!,BUTTONS,$1200.00,Type of a jacket named for its overlapping front flap & 2 rows of buttons,double-breasted
5411,2008-03-03,Double Jeopardy!,"""BO""s",$1200.00,"Evo Morales, an Aymara Indian, is this nation's first indigenous president",Bolivia
5411,2008-03-03,Double Jeopardy!,THE AMERICAN REVOLUTION,$1600.00,The capture of Forts Ticonderoga & Crown Point on this lake in May 1775 paved the way for the invasion of Canada,Lake Champlain
5411,2008-03-03,Double Jeopardy!,WORLD OF SINGERS,$1600.00,Sade,Nigeria
5411,2008-03-03,Double Jeopardy!,YOU ANIMAL,$1600.00,The yellowfin & other types of this fish are unusual in having body temperature higher than the water they live in,tuna
5411,2008-03-03,Double Jeopardy!,FICTIONAL DETECTIVES,$1600.00,Writer H.C. McNeile gave British crime-solver Captain Hugh Drummond this nickname,"""Bulldog"""
5411,2008-03-03,Double Jeopardy!,BUTTONS,$1600.00,This type of flower with a round head has a name that sounds like it's only for single men,a bachelor's button
5411,2008-03-03,Double Jeopardy!,"""BO""s",$1600.00,The Mauser was the first practical version of this type of rifle with a manually operated slide,a bolt action
5411,2008-03-03,Double Jeopardy!,THE AMERICAN REVOLUTION,"$2,000.00","This ""foxy"" general usually struck the British at night & then fled back into the swamps of the Carolinas",Francis Marion
5411,2008-03-03,Double Jeopardy!,WORLD OF SINGERS,$2000.00,Shakira,Colombia
5411,2008-03-03,Double Jeopardy!,YOU ANIMAL,"$2,500.00","Named for a fabric made in Baghdad, it's a cat with a striped or brindled coat",a tabby
5411,2008-03-03,Double Jeopardy!,FICTIONAL DETECTIVES,$2000.00,"This rotund P.I.'s household includes chef Fritz Brenner & ""orchid nurse"" Theodore Horstmann",Nero Wolfe
5411,2008-03-03,Double Jeopardy!,BUTTONS,$2000.00,"He won an Oscar for ""Sayonara"" & also appeared in ""The Poseidon Adventure""",Red Buttons
5411,2008-03-03,Double Jeopardy!,"""BO""s",$2000.00,Primate sometimes referred to as a pygmy chimpanzee,a bonobo
5411,2008-03-03,Final Jeopardy!,U.S. GEOGRAPHY,None,"Of the USA's 50 tallest peaks, all are in Alaska, Colorado & California except this peak",Mt. Rainier (in Washington)
4253,2003-02-12,Jeopardy!,ART & ARTISTS,$200.00,"Around 1850, you could find Eugene Delacroix painting the ceiling of this French museum's Salon d'Apollon",the Louvre
4253,2003-02-12,Jeopardy!,POP MUSIC,$200.00,"In 2002 this rocker wed Gavin Rossdale, vocalist/guitarist of the group Bush",Gwen Stefani
4253,2003-02-12,Jeopardy!,BIBLICAL CLOTHES RACK,$200.00,"In 1 Samuel 18, Jonathan gives his own robe to this man who earlier defeated a large Philistine warrior",David
4253,2003-02-12,Jeopardy!,I'M A SPINELESS JELLYFISH,$200.00,"Being spineless, jellyfish are members of this ""no bones about 'em"" animal group",invertebrates
4253,2003-02-12,Jeopardy!,BABYSITTING TIPS,$200.00,"Ask if the little darlings have any of the food type of these; milk, egg & peanut are among the most common",allergies
4253,2003-02-12,Jeopardy!,"FILE UNDER ""Z""",$200.00,"In Greek myth, Hera is both the wife & the sister of this supreme god",Zeus
4253,2003-02-12,Jeopardy!,ART & ARTISTS,$400.00,George Romney painted many portraits of Lady Hamilton dressed as this militant 15th century saint,Joan of Arc
4253,2003-02-12,Jeopardy!,POP MUSIC,$400.00,"In the summer of 2002 this Canadian teen made her debut with the hit song ""Complicated""",Avril Lavigne
4253,2003-02-12,Jeopardy!,BIBLICAL CLOTHES RACK,$400.00,"Reuben tore his clothes when he learned this man, his brother who traveled to Egypt, was missing from the pit",Joseph
4253,2003-02-12,Jeopardy!,I'M A SPINELESS JELLYFISH,$400.00,Jellyfish are composed of about 5 percent organic matter & 95 percent this,water
4253,2003-02-12,Jeopardy!,BABYSITTING TIPS,$400.00,"Mom & Dad may restrict kids' TV to shows with this letter rating, the same as the blandest movies",G
4253,2003-02-12,Jeopardy!,"FILE UNDER ""Z""",$400.00,Gold Rush is a variety of this Italian squash but with yellowish skin,zucchini
4253,2003-02-12,Jeopardy!,ART & ARTISTS,"$1,200.00",This Spaniard painted some dreary-looking clowns during his Blue & Rose Periods in the early 1900s,Pablo Picasso
4253,2003-02-12,Jeopardy!,POP MUSIC,$600.00,"Nickelback's Chad Kroeger is featured on this song, heard here, a hit from a 2002 soundtrack","""Hero"""
4253,2003-02-12,Jeopardy!,BIBLICAL CLOTHES RACK,$600.00,"After the exodus, priestly clothes were given to this man, Moses' brother, & his sons",Aaron
4253,2003-02-12,Jeopardy!,I'M A SPINELESS JELLYFISH,$600.00,A lion's mane jellyfish is the means of death in a 1926 story featuring this British detective,Sherlock Holmes
4253,2003-02-12,Jeopardy!,BABYSITTING TIPS,$600.00,"Learn diapering skills at sitter certification classes from this group whose ""American"" branch dates from 1881",Red Cross
4253,2003-02-12,Jeopardy!,"FILE UNDER ""Z""",$600.00,It's the branch of biology that studies various animals,zoology
4253,2003-02-12,Jeopardy!,ART & ARTISTS,$800.00,"Maybe it's just me, but I'd rather look at his ballerinas than the ""Two Laundresses"" he drew in the 1880s",Edgar Degas
4253,2003-02-12,Jeopardy!,POP MUSIC,$800.00,"Liz Phair was a guest vocalist on this Sheryl Crow song that says, ""I don't have digital, I don't have diddly squat""","""Soak Up the Sun"""
4253,2003-02-12,Jeopardy!,BIBLICAL CLOTHES RACK,$800.00,"In Genesis 3, God himself makes tunics out of animal skin for this man to wear",Adam
4253,2003-02-12,Jeopardy!,I'M A SPINELESS JELLYFISH,$800.00,Some varieties of cyanea jellyfish can grow these up to 120 feet long,tentacles
4253,2003-02-12,Jeopardy!,BABYSITTING TIPS,$800.00,"If little Cindy gets into the medicine cabinet, you can reach the closest of these centers at 800-222-1222",poison control centers
4253,2003-02-12,Jeopardy!,"FILE UNDER ""Z""",$800.00,"Alphabetically, it's last among the nations of the world",Zimbabwe
4253,2003-02-12,Jeopardy!,ART & ARTISTS,$1000.00,"His pictures of Tahitian women with spirits include ""Manao Tupapau (The Specter Watches Over Her)""",Paul Gauguin
4253,2003-02-12,Jeopardy!,POP MUSIC,$1000.00,"Tunes from this singer-songwriter include ""No Such Thing"" & ""Your Body is a Wonderland""",John Mayer
4253,2003-02-12,Jeopardy!,BIBLICAL CLOTHES RACK,$1000.00,"Rebecca dresses Jacob in Esau's clothes in order to trick this man, her husband",Isaac
4253,2003-02-12,Jeopardy!,I'M A SPINELESS JELLYFISH,$1000.00,"A free-floating jellyfish is called this, also the name of a mythological snake-haired woman",Medusa
4253,2003-02-12,Jeopardy!,BABYSITTING TIPS,$1000.00,"Some kids won't go to sleep without this rhyming item, though a 1999 study suggests it may cause myopia",night light
4253,2003-02-12,Jeopardy!,"FILE UNDER ""Z""",$1000.00,"At the time of his death, Irish author James Joyce was living in this Swiss city",Zurich
4253,2003-02-12,Double Jeopardy!,ANNE FRANK,$400.00,"Anne Frank's diary was published by this person, the only member of her immediate family to survive the war",Otto Frank (her father)
4253,2003-02-12,Double Jeopardy!,METRICKY PROBLEMS,$400.00,"32,000 ounces make a short one; 3,274 more make a metric one",ton
4253,2003-02-12,Double Jeopardy!,AROUND A MONOPOLY BOARD,$400.00,"The cost of any of the railroads, it's what you get every time you travel around the board",$200.00
4253,2003-02-12,Double Jeopardy!,ENTERTAINING VILLAINS,$400.00,"The costume of this villainous ""Batman"" character is covered in question marks",the Riddler
4253,2003-02-12,Double Jeopardy!,POPULATIONS,$400.00,About 75 percent of this U.S. state's population is found on only one island,Hawaii
4253,2003-02-12,Double Jeopardy!,ALLITERATION ALL AROUND,$400.00,"Visa or American Express, for example",credit cards
4253,2003-02-12,Double Jeopardy!,ANNE FRANK,$800.00,Anne was born in this country in 1929; her family fled to the Netherlands in 1933,Germany
4253,2003-02-12,Double Jeopardy!,METRICKY PROBLEMS,$800.00,Metric cowboys wear 37.85-liter hats instead of these,10-gallon hats
4253,2003-02-12,Double Jeopardy!,AROUND A MONOPOLY BOARD,$800.00,"1 of the 2 squares that say ""Pay""",Luxury Tax or Income Tax
4253,2003-02-12,Double Jeopardy!,ENTERTAINING VILLAINS,$800.00,"Abdullah the Butcher of Sudan (ne Larry Shreeve in Windsor, Canada) was a famous bad guy in this spectacle",professional wrestling
4253,2003-02-12,Double Jeopardy!,POPULATIONS,$800.00,The 3 most populous cities in the U.S.,"New York, Chicago & Los Angeles"
4253,2003-02-12,Double Jeopardy!,ALLITERATION ALL AROUND,$800.00,A ringing bell in the original advertising campaign for these Hostess snack cakes  gave them their name,Ding Dongs
4253,2003-02-12,Double Jeopardy!,ANNE FRANK,$1200.00,Anne Frank had just turned 13 when she went into hiding; she was this old when she was discovered,15
4253,2003-02-12,Double Jeopardy!,METRICKY PROBLEMS,"$3,000.00",That grain of salt you're taking is just .0648 of this basic metric unit,gram
4253,2003-02-12,Double Jeopardy!,AROUND A MONOPOLY BOARD,$1200.00,It's bordered by Mediterranean Avenue & Boardwalk,Go!
4253,2003-02-12,Double Jeopardy!,ENTERTAINING VILLAINS,$1200.00,"In 2002 Spider-Man climbed walls, but it was Willem Dafoe who went over the top as this villain",the Green Goblin
4253,2003-02-12,Double Jeopardy!,POPULATIONS,$1200.00,"The city of Hollywood in this state has 121,000 people, half as many as the movie district of Hollywood",Florida
4253,2003-02-12,Double Jeopardy!,ALLITERATION ALL AROUND,$1200.00,"It's the second volume of the ""Lord of the Rings"" trilogy","""The Two Towers"""
4253,2003-02-12,Double Jeopardy!,ANNE FRANK,$1600.00,Anne addressed the entries in her diary to this imaginary friend,Kitty
4253,2003-02-12,Double Jeopardy!,METRICKY PROBLEMS,$1600.00,The measure abbreviated cu yd equals .765 of this,cubic meter
4253,2003-02-12,Double Jeopardy!,AROUND A MONOPOLY BOARD,$1600.00,A hotel costs the cost of a hotel plus the cost of this many houses,4
4253,2003-02-12,Double Jeopardy!,ENTERTAINING VILLAINS,$1600.00,This James Bond's title character's plan is to set off an A-bomb inside Fort Knox,Goldfinger
4253,2003-02-12,Double Jeopardy!,POPULATIONS,"$2,000.00",These 2 countries that border each other are first & second in population,China & India
4253,2003-02-12,Double Jeopardy!,ALLITERATION ALL AROUND,$1600.00,"In a canyon, it can be the sudden result of a lot of rain in a little time",flash flood
4253,2003-02-12,Double Jeopardy!,ANNE FRANK,$2000.00,"Before going into hiding, Anne wrote about how Jews had to give up their bikes, be in by 8 PM & wear a star of this color",yellow
4253,2003-02-12,Double Jeopardy!,METRICKY PROBLEMS,$2000.00,"""The acre"" anagrams to this measure, 2.47 acres",hectare
4253,2003-02-12,Double Jeopardy!,AROUND A MONOPOLY BOARD,$2000.00,Edgar Mallory is pictured on this space blowing a whistle,Go to Jail
